2.530103999998383	[-0.26190719  1.07910735 -0.22687564]
2.530105999998383	[-0.26103604  1.07643782 -0.22607554]
2.530107999998383	[-0.26016111  1.07375894 -0.22527195]
2.5301099999983827	[-0.25928107  1.07106972 -0.22446363]
2.5301119999983825	[-0.25839552  1.06837005 -0.22365022]
2.5301139999983824	[-0.25750463  1.06565994 -0.22283188]
2.530115999998382	[-0.25660842  1.06293937 -0.22200862]
2.530117999998382	[-0.25570687  1.06020833 -0.22118042]
2.530119999998382	[-0.2548      1.05746679 -0.22034732]
2.5301219999983817	[-0.2538878   1.05471476 -0.21950929]
2.5301239999983816	[-0.25296607  1.05194468 -0.21866243]
2.5301259999983814	[-0.25204709  1.04917927 -0.21781815]
2.5301279999983812	[-0.25111894  1.04639567 -0.21696538]
2.530129999998381	[-0.2501855   1.04360151 -0.21610772]
2.530131999998381	[-0.24924678  1.0407968  -0.21524518]
2.5301339999983807	[-0.24830275  1.03798149 -0.21437773]
2.5301359999983806	[-0.24735777  1.03516272 -0.21350942]
2.5301379999983804	[-0.24639924  1.03231899 -0.21262856]
2.5301399999983802	[-0.24543937  1.02947192 -0.21174647]
2.53014199999838	[-0.24447424  1.02661425 -0.21085952]
2.53014399999838	[-0.24349953  1.02373916 -0.20996372]
2.5301459999983797	[-0.24252793  1.02086723 -0.20907081]
2.5301479999983796	[-0.24154709  1.01797774 -0.20816936]
2.5301499999983794	[-0.24056104  1.01507762 -0.20726308]
2.5301519999983793	[-0.23956977  1.01216687 -0.20635198]
2.530153999998379	[-0.23857331  1.00924551 -0.20543608]
2.530155999998379	[-0.23757166  1.00631351 -0.20451539]
2.5301579999983788	[-0.23656483  1.00337089 -0.20358992]
2.5301599999983786	[-0.23555285  1.00041766 -0.20265969]
2.5301619999983784	[-0.23453569  0.99745378 -0.20172467]
2.5301639999983783	[-0.23352017  0.9944907  -0.20079117]
2.530165999998378	[-0.23248635  0.99149412 -0.19984074]
2.530167999998378	[-0.23145383  0.98849839 -0.19889153]
2.5301699999983778	[-0.23041622  0.98549209 -0.19793761]
2.5301719999983776	[-0.22937352  0.98247517 -0.19697899]
2.5301739999983774	[-0.22832576  0.97944766 -0.1960157 ]
2.5301759999983773	[-0.22727295  0.97640957 -0.19504773]
2.530177999998377	[-0.2262151   0.9733609  -0.19407512]
2.530179999998377	[-0.22515223  0.97030167 -0.19309786]
2.530181999998377	[-0.22408436  0.96723189 -0.19211599]
2.5301839999983766	[-0.2230115   0.96415156 -0.19112951]
2.5301859999983765	[-0.22193366  0.96106072 -0.19013843]
2.5301879999983763	[-0.2208509   0.95795934 -0.18914279]
2.530189999998376	[-0.21976319  0.95484749 -0.18814259]
2.530191999998376	[-0.21867057  0.95172515 -0.18713785]
2.530193999998376	[-0.21757305  0.94859234 -0.18612859]
2.5301959999983756	[-0.21647067  0.94544898 -0.18511483]
2.5301979999983755	[-0.2153634   0.94229541 -0.18409656]
2.5301999999983753	[-0.21425131  0.93913132 -0.18307384]
2.530201999998375	[-0.2131344   0.93595684 -0.18204667]
2.530203999998375	[-0.2120127   0.93277201 -0.18101507]
2.530205999998375	[-0.21088622  0.92957682 -0.17997905]
2.5302079999983746	[-0.20975498  0.92637132 -0.17893864]
2.5302099999983745	[-0.20861901  0.92315554 -0.17789387]
2.5302119999983743	[-0.20747833  0.91992948 -0.17684473]
2.530213999998374	[-0.20633295  0.91669318 -0.17579127]
2.530215999998374	[-0.2051829   0.91344667 -0.17473349]
2.530217999998374	[-0.20402821  0.91018998 -0.17367142]
2.5302199999983737	[-0.2028695   0.90692176 -0.17260565]
2.5302219999983735	[-0.20170508  0.90364613 -0.17153459]
2.5302239999983733	[-0.20053657  0.90035908 -0.17045976]
2.530225999998373	[-0.19936352  0.89706197 -0.16938074]
2.530227999998373	[-0.19818593  0.89375484 -0.16829753]
2.530229999998373	[-0.19700383  0.89043773 -0.16721015]
2.5302319999983727	[-0.19581725  0.88711067 -0.16611864]
2.5302339999983725	[-0.19462621  0.88377369 -0.16502301]
2.5302359999983723	[-0.19343073  0.88042685 -0.16392328]
2.530237999998372	[-0.19223084  0.87707017 -0.16281947]
2.530239999998372	[-0.19102656  0.87370369 -0.16171162]
2.530241999998372	[-0.18981791  0.87032747 -0.16059974]
2.5302439999983717	[-0.18860493  0.86694154 -0.15948385]
2.5302459999983715	[-0.18738763  0.86354594 -0.15836398]
2.5302479999983714	[-0.18616604  0.86014072 -0.15724015]
2.530249999998371	[-0.1849402   0.85672592 -0.15611239]
2.530251999998371	[-0.18371011  0.8533016  -0.15498071]
2.530253999998371	[-0.18247581  0.8498678  -0.15384515]
2.5302559999983707	[-0.18123732  0.84642456 -0.15270572]
2.5302579999983705	[-0.17999467  0.84297194 -0.15156245]
2.5302599999983704	[-0.17874789  0.83950999 -0.15041537]
2.53026199999837	[-0.17749699  0.83603876 -0.14926449]
2.53026399999837	[-0.17624202  0.8325583  -0.14810984]
2.53026599999837	[-0.17498298  0.82906867 -0.14695145]
2.5302679999983697	[-0.1737199   0.82556991 -0.14578933]
2.5302699999983695	[-0.17245282  0.82206218 -0.14462352]
2.5302719999983694	[-0.17118177  0.81854528 -0.14345404]
2.530273999998369	[-0.16990427  0.81500682 -0.14227858]
2.530275999998369	[-0.16862778  0.81148474 -0.14110412]
2.530277999998369	[-0.16734494  0.80794124 -0.13992376]
2.5302799999983687	[-0.16605822  0.80438897 -0.13873983]
2.5302819999983686	[-0.16476765  0.80082798 -0.13755234]
2.5302839999983684	[-0.16347326  0.79725835 -0.13636133]
2.5302859999983682	[-0.16217507  0.79368013 -0.13516682]
2.530287999998368	[-0.16087311  0.79009339 -0.13396882]
2.530289999998368	[-0.1595674   0.7864982  -0.13276737]
2.5302919999983677	[-0.15825797  0.78289461 -0.13156249]
2.5302939999983676	[-0.15694485  0.77928268 -0.1303542 ]
2.5302959999983674	[-0.15562806  0.77566252 -0.12914253]
2.5302979999983672	[-0.15430762  0.77203417 -0.1279275 ]
2.530299999998367	[-0.15298357  0.76839769 -0.12670913]
2.530301999998367	[-0.15165593  0.76475316 -0.12548745]
2.5303039999983667	[-0.15032472  0.76110066 -0.12426249]
2.5303059999983666	[-0.14898998  0.75744025 -0.12303426]
2.5303079999983664	[-0.14765171  0.753772   -0.12180278]
2.5303099999983663	[-0.14630996  0.750096   -0.12056809]
2.530311999998366	[-0.14496475  0.7464123  -0.11933021]
2.530313999998366	[-0.14361608  0.74272095 -0.11808914]
2.5303159999983658	[-0.14226402  0.73902216 -0.11684494]
2.5303179999983656	[-0.14090856  0.73531586 -0.11559761]
2.5303199999983654	[-0.13954973  0.73160218 -0.11434717]
2.5303219999983653	[-0.13818756  0.72788119 -0.11309366]
2.530323999998365	[-0.13682208  0.72415298 -0.11183709]
2.530325999998365	[-0.1354533   0.72041762 -0.11057748]
2.5303279999983648	[-0.13408126  0.71667519 -0.10931486]
2.5303299999983646	[-0.13270597  0.71292578 -0.10804925]
2.5303319999983644	[-0.13132746  0.70916947 -0.10678067]
2.5303339999983643	[-0.12994575  0.70540634 -0.10550914]
2.530335999998364	[-0.1285604   0.70163188 -0.10423428]
2.530337999998364	[-0.12717266  0.69785992 -0.10295717]
2.530339999998364	[-0.12578151  0.69407684 -0.10167693]
2.5303419999983636	[-0.12438724  0.69028724 -0.10039383]
2.5303439999983635	[-0.1229899   0.68649124 -0.09910788]
2.5303459999983633	[-0.12158949  0.68268892 -0.09781912]
2.530347999998363	[-0.12018604  0.67888037 -0.09652756]
2.530349999998363	[-0.11877957  0.6750657  -0.0952332 ]
2.530351999998363	[-0.11737012  0.67124493 -0.09393611]
2.5303539999983626	[-0.1159577   0.66741819 -0.09263627]
2.5303559999983625	[-0.11454232  0.66358559 -0.09133371]
2.5303579999983623	[-0.11312402  0.65974718 -0.09002845]
2.530359999998362	[-0.1117028   0.65590309 -0.08872051]
2.530361999998362	[-0.11027869  0.65205337 -0.08740991]
2.530363999998362	[-0.10885172  0.64819813 -0.08609667]
2.5303659999983616	[-0.1074219   0.64433746 -0.0847808 ]
2.5303679999983615	[-0.10598926  0.64047144 -0.08346233]
2.5303699999983613	[-0.10455381  0.63660017 -0.08214128]
2.530371999998361	[-0.1031156   0.63272374 -0.08081768]
2.530373999998361	[-0.10167457  0.62884224 -0.07949148]
2.530375999998361	[-0.10023082  0.62495577 -0.07816278]
2.5303779999983607	[-0.09878434  0.62106441 -0.07683156]
2.5303799999983605	[-0.09733514  0.61716826 -0.07549785]
2.5303819999983603	[-0.09588326  0.61326742 -0.07416166]
2.53038399999836	[-0.09442871  0.60936197 -0.07282301]
2.53038599999836	[-0.0929715   0.60545201 -0.07148191]
